race,age,engnat,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
3,32,1,1,1,2,2,3,2,4,2,2,4,3,3
3,36,1,2,1,1,3,4,4,3,2,2,4,2,4
3,21,1,2,1,4,2,5,2,5,2,5,3,5,2
3,29,1,2,1,3,2,3,2,5,1,4,1,3,3
6,19,1,2,1,2,4,3,5,2,4,2,5,1,5
3,18,1,2,1,2,2,4,4,2,2,4,4,4,4
1,18,1,1,2,4,3,4,3,4,4,4,4,3,2
3,18,1,2,1,4,1,4,2,5,1,4,2,5,4
3,45,1,2,1,4,2,4,1,5,1,3,3,3,3
13,21,2,2,1,3,2,4,3,3,2,3,2,3,4
3,20,1,2,1,4,2,5,3,5,3,3,3,5,4
13,23,1,1,1,4,2,4,2,5,2,5,3,4,2
1,25,1,1,1,1,5,1,5,1,4,1,5,1,5
3,19,1,1,2,2,2,2,4,2,4,1,5,1,5
3,17,1,1,1,2,2,4,3,4,2,3,4,4,3
3,14,1,2,1,2,4,2,5,4,5,2,5,1,5
1,21,1,1,2,5,1,5,1,3,1,5,3,5,4
3,48,1,1,2,5,1,5,1,5,1,4,1,5,3
3,16,1,2,1,2,4,2,4,1,1,2,2,1,5
8,22,1,2,3,3,1,2,3,4,1,5,2,4,2
13,25,1,2,2,5,5,5,3,4,5,5,5,4,4
13,21,2,2,1,2,3,3,5,1,4,2,4,3,5
13,30,1,2,1,3,3,5,3,4,2,3,4,2,2
1,25,1,2,1,2,2,5,3,4,2,3,3,2,3
11,30,2,1,2,1,4,4,3,2,4,4,4,3,5
3,52,1,2,1,3,2,5,2,5,2,5,3,3,2
3,55,1,2,1,4,1,4,1,5,1,5,1,4,2
11,60,1,1,1,1,4,2,5,4,5,3,4,2,3
11,22,1,2,1,4,1,5,3,3,2,1,3,5,3
3,55,1,2,1,5,1,5,1,5,1,5,2,3,1
0,20,2,2,1,1,2,1,2,2,3,3,2,1,3
3,34,1,2,1,1,2,2,4,3,2,3,5,1,5
3,22,1,1,1,1,4,4,4,3,2,2,5,3,3
13,21,2,2,1,3,3,4,4,4,3,5,4,2,5
13,44,2,2,1,5,3,5,4,4,1,3,1,4,2
13,18,2,2,1,3,2,3,3,3,3,2,4,3,4
11,28,1,2,1,3,3,4,2,5,2,2,5,3,4
4,45,2,2,1,4,2,5,2,5,2,4,4,5,5
3,16,1,1,1,3,4,1,3,2,5,1,5,2,5
11,23,2,2,1,2,3,5,3,4,1,4,3,2,2
5,31,2,1,1,3,5,2,3,1,4,1,4,5,5
3,32,2,1,1,1,4,4,3,2,4,2,4,4,4
11,17,2,2,1,1,3,2,2,3,3,1,3,3,5
4,35,1,1,1,4,3,5,3,4,2,4,4,5,2
13,16,2,1,1,2,3,3,3,4,3,3,3,4,3
1,16,1,1,1,3,3,4,2,4,2,2,4,2,3
4,34,2,2,1,2,3,4,5,2,3,2,3,3,5
4,18,2,1,1,3,2,3,5,4,3,3,3,3,5
3,26,1,1,1,1,3,2,4,1,2,1,5,1,3
3,26,2,1,1,4,1,4,1,4,1,5,2,5,3
3,22,2,2,2,2,1,3,1,5,1,2,2,4,1
1,14,1,1,3,2,3,3,4,4,3,3,4,3,2
0,33,2,2,1,4,1,5,1,5,1,5,2,4,2
3,32,2,2,3,4,1,4,3,3,2,1,3,4,3
5,18,2,2,1,3,2,4,4,4,4,2,4,4,4
3,36,2,1,1,1,4,3,4,2,3,2,4,2,4
3,22,2,2,2,4,1,5,2,4,2,4,3,3,2
11,17,2,1,1,1,3,5,3,5,3,3,3,4,3
1,26,1,2,1,4,1,5,5,5,1,5,4,2,1
13,22,1,1,2,5,5,1,5,1,1,5,5,5,5
13,24,2,2,1,2,4,1,4,1,4,3,3,1,4
3,27,2,1,1,3,2,4,3,3,2,2,4,4,4
4,29,1,1,1,3,2,4,2,4,2,4,2,4,2
3,24,1,2,1,4,4,5,2,4,3,5,2,4,4
4,19,2,2,1,1,2,1,5,5,2,1,1,1,5
3,18,1,2,1,1,5,1,5,1,4,1,5,1,5
11,20,2,2,1,2,2,3,3,3,3,1,3,4,4
3,25,1,1,1,3,3,3,4,3,2,2,4,2,3
11,25,2,2,2,4,2,4,3,4,2,3,4,4,4
1,56,1,1,1,2,3,2,4,1,2,2,2,2,4
3,37,2,2,1,4,2,3,2,4,2,4,3,3,2
11,19,2,2,1,3,3,4,5,3,2,2,3,3,4
0,66,1,2,1,3,1,3,3,3,2,3,5,1,4
3,60,1,2,1,1,5,1,5,3,5,1,5,1,5
13,19,2,1,2,4,1,5,3,2,5,5,3,4,4
3,24,2,1,1,1,3,2,4,3,2,2,4,3,5
1,31,2,2,1,2,3,2,3,4,3,4,3,2,2
3,28,1,2,1,1,3,4,2,3,2,3,3,4,4
3,22,2,1,2,3,5,2,3,2,4,2,5,2,5
11,23,2,1,1,1,5,2,5,1,4,1,5,3,5
11,14,2,2,1,2,4,2,3,2,3,1,4,4,5
3,39,2,2,1,1,3,3,4,4,4,3,4,2,3
4,21,2,2,1,5,1,1,5,3,1,4,1,5,4
5,20,1,2,2,1,3,1,3,2,3,1,5,1,5
13,16,1,2,1,4,3,4,2,4,3,4,3,4,4
3,18,1,2,1,4,2,4,2,4,2,4,3,4,2
13,15,1,2,1,4,3,3,4,1,5,4,5,2,4
11,52,2,1,1,4,1,4,2,4,2,2,4,4,4
13,16,1,2,1,4,3,4,2,4,2,4,2,4,4
3,18,2,1,1,3,3,4,2,4,2,3,4,3,2
12,22,2,2,1,1,5,1,3,2,5,1,5,2,5
13,17,2,2,1,3,3,2,3,2,4,3,3,5,4
3,21,1,2,1,1,5,2,5,1,5,1,5,1,5
13,15,1,2,1,3,2,3,3,4,3,3,4,3,5
13,17,1,2,2,2,5,3,4,4,4,2,5,1,5
6,19,1,2,1,3,2,3,2,4,2,4,5,1,2
3,22,1,1,1,4,3,5,3,5,2,3,3,3,3
3,21,2,1,1,3,2,5,1,5,1,4,2,4,2
3,17,1,2,1,1,5,4,4,2,4,1,5,2,5
3,55,1,1,1,4,1,5,1,5,1,5,1,5,1
3,18,1,2,1,3,3,2,3,3,2,2,5,2,5
1,16,1,1,1,2,3,3,3,2,4,2,4,2,3
6,51,1,2,2,2,4,1,4,2,4,3,5,1,5
11,28,1,2,1,1,5,1,4,1,5,1,4,2,5
3,18,1,2,1,5,1,5,2,5,1,5,2,5,3
3,19,1,1,1,1,4,3,4,1,4,1,5,2,4
11,22,2,1,1,3,5,4,3,3,5,3,1,5,5
3,18,1,1,1,4,2,5,3,5,4,5,2,5,3
0,21,1,1,1,2,1,3,3,5,1,5,4,3,4
3,34,1,2,1,2,2,3,3,5,1,3,3,3,5
12,26,2,1,1,1,1,5,4,5,1,1,5,5,3
1,20,1,2,1,2,2,4,3,4,2,4,4,1,3
4,21,2,1,1,4,3,5,4,4,2,4,4,4,4
3,14,1,2,2,3,1,3,2,4,2,2,2,5,4
13,1994,1,2,1,5,1,5,1,5,1,5,3,2,1
11,1985,2,2,3,2,5,1,5,1,5,1,5,3,4
3,21,1,2,1,3,5,4,5,3,3,4,3,4,5
3,18,1,1,1,1,1,3,4,5,1,3,4,3,5
3,46,2,2,1,3,2,4,3,4,1,3,4,3,4
3,18,1,2,1,2,4,3,4,3,2,2,5,3,4
13,18,1,2,1,5,1,5,3,4,1,5,5,5,5
3,32,1,1,1,5,3,5,3,4,2,5,4,3,4
3,53,1,2,3,2,2,5,2,5,1,4,4,3,2
1,18,1,1,1,4,4,4,2,4,3,5,3,4,3
3,20,1,2,1,3,3,3,4,3,3,3,4,3,5
3,24,1,2,1,1,4,2,4,3,2,2,4,1,5
8,15,1,3,1,2,3,2,5,1,1,1,3,3,5
3,20,1,2,1,1,5,3,5,4,3,1,5,1,5
3,23,1,2,1,3,1,4,3,4,1,2,4,1,2
3,16,1,2,1,1,5,1,5,1,4,1,5,1,5
1,17,1,2,2,2,4,2,4,2,4,2,4,2,4
3,17,1,2,1,3,3,4,3,3,3,5,3,3,4
4,1990,2,1,1,2,1,5,4,5,1,5,3,1,1
13,15,1,1,1,5,1,5,1,5,1,5,1,5,1
3,17,1,2,1,3,1,4,1,5,1,4,5,1,5
4,29,2,2,1,5,1,5,5,5,2,5,1,5,1
3,28,1,1,1,4,2,5,1,4,1,5,2,4,2
3,16,1,2,1,3,4,4,4,2,3,1,4,3,5
3,20,1,1,2,5,1,5,3,4,3,4,3,5,3
13,18,2,2,1,3,1,4,3,5,1,3,3,2,4
3,18,2,2,1,4,4,3,3,5,2,4,3,5,3
3,17,1,2,1,4,3,3,3,4,1,4,3,3,4
5,17,1,2,1,2,2,4,2,4,2,3,3,3,3
5,17,1,2,1,2,3,3,3,3,2,2,5,2,4
8,16,1,1,1,2,2,1,4,4,2,2,5,1,4
5,17,1,2,2,2,2,3,3,5,1,3,4,2,4
3,17,1,1,1,4,2,4,2,4,2,5,2,4,4
3,16,1,1,2,3,2,5,2,4,2,4,2,5,4
4,21,2,1,1,5,2,5,2,5,1,5,4,2,2
3,50,1,2,1,4,2,5,2,5,1,4,2,4,4
13,16,1,2,1,4,1,4,2,5,3,5,3,5,4
3,22,1,2,1,1,3,3,4,2,2,1,4,1,4
13,17,1,2,1,2,4,4,3,5,3,3,3,1,2
3,50,1,1,1,4,2,5,1,5,1,5,1,5,1
13,18,2,1,1,3,1,5,1,5,3,5,2,5,2
9,13,1,1,1,2,4,4,4,4,5,2,5,5,4
13,23,2,1,1,2,4,2,3,3,3,2,4,2,5
11,25,1,1,1,1,4,4,5,4,4,3,4,2,4
11,18,2,1,1,1,3,4,5,3,3,3,4,3,4
3,17,1,2,1,2,3,3,4,3,3,1,4,2,4
3,21,2,2,1,2,3,4,4,3,4,3,4,2,3
3,17,1,1,1,2,4,2,3,2,4,2,4,4,5
6,15,1,2,1,1,5,1,5,1,4,1,5,1,5
11,23,1,2,1,5,1,5,2,5,1,5,2,5,1
13,17,2,2,1,4,4,5,3,4,3,5,1,4,5
3,19,1,2,1,3,2,2,1,2,1,4,1,5,5
5,17,1,2,1,3,2,4,2,3,2,3,4,3,4
3,17,1,1,1,2,5,2,4,3,3,1,1,2,5
3,20,1,1,1,3,3,3,3,3,3,4,3,4,4
3,22,1,2,1,3,3,4,1,4,3,4,4,3,2
3,38,1,1,1,2,2,3,3,5,2,2,3,2,4
3,31,1,2,1,1,2,2,5,2,3,1,4,1,5
3,17,2,2,1,4,2,4,2,4,1,4,2,4,2
3,17,1,1,1,4,3,5,3,4,3,4,4,5,3
3,17,2,2,1,5,1,5,1,5,1,5,1,5,1
3,17,1,2,1,4,2,5,3,4,3,4,3,5,2
3,16,1,1,1,5,1,4,1,4,2,5,3,4,2
1,17,1,2,1,4,1,4,1,5,1,5,4,4,3
13,16,1,2,2,4,1,3,1,5,1,5,3,4,3
3,17,1,1,1,5,1,5,1,5,1,5,5,5,5
3,16,1,1,1,5,2,4,2,5,2,5,4,2,4
3,17,1,2,1,3,2,3,3,4,3,3,3,2,2
3,17,1,2,1,3,3,3,3,2,4,2,3,3,4
5,16,1,2,1,3,4,3,5,1,3,3,3,3,5
5,17,1,2,1,2,2,4,3,4,2,4,3,2,3
1,16,1,1,1,5,1,5,1,5,1,5,1,5,2
3,16,1,1,1,5,3,5,2,4,3,4,4,4,4
3,18,1,2,1,3,5,2,5,1,3,2,5,1,5
13,17,1,2,1,3,3,3,3,5,2,5,3,3,3
11,21,2,2,1,5,4,4,4,5,4,5,4,2,4
5,16,1,1,1,3,3,4,3,3,1,3,3,4,5
3,17,2,2,1,3,5,2,3,1,3,3,2,5,5
3,20,1,2,1,3,2,4,2,4,1,5,4,3,4
13,28,2,2,1,1,4,1,3,3,2,2,3,1,5
8,18,1,1,1,2,3,3,5,2,4,3,2,3,4
3,20,2,1,1,1,4,1,3,3,1,1,3,4,4
6,19,1,1,1,1,5,3,5,1,5,1,5,4,5
3,13,1,1,3,1,3,1,3,2,3,1,3,1,3
3,23,2,2,1,3,4,4,4,3,4,4,5,1,2
5,15,1,1,1,2,3,5,2,3,3,3,1,3,3
13,15,1,1,1,5,1,5,1,5,1,5,2,4,1
13,16,1,1,1,3,2,4,2,3,2,3,2,3,3
13,23,2,2,1,1,5,5,4,2,4,1,3,1,5
3,16,1,2,1,3,3,3,4,3,2,2,2,4,4
3,36,1,1,2,3,2,4,3,4,2,3,3,4,3
13,19,1,2,1,1,5,1,5,3,5,1,5,1,5
12,21,1,2,2,1,1,2,3,5,1,1,1,4,3
3,55,1,2,1,1,2,2,3,4,2,4,4,2,2
3,34,1,2,1,2,1,2,2,5,1,1,4,1,4
3,22,1,2,1,1,3,2,3,3,3,1,5,4,4
3,19,2,2,1,3,3,3,2,4,2,4,2,4,2
12,18,1,1,1,3,3,5,4,5,1,3,2,5,2
3,54,1,2,1,4,2,4,2,5,2,4,4,4,2
3,53,1,2,1,3,2,4,3,4,1,3,3,3,2
3,25,2,2,1,3,5,3,3,3,3,4,4,2,3
3,21,1,2,1,3,2,4,2,4,2,3,3,3,3
3,39,2,2,1,3,3,5,2,4,2,3,2,2,3
3,29,2,2,1,2,2,5,3,5,2,4,4,2,4
3,17,1,2,2,3,1,2,2,5,1,5,1,3,3
13,43,1,1,1,5,5,5,3,1,5,1,3,5,5
3,17,1,2,1,4,4,2,4,2,2,3,5,2,5
3,18,1,2,1,3,1,4,2,4,2,4,3,4,3
3,18,1,2,2,1,4,3,4,3,3,3,5,2,4
4,22,2,1,1,1,2,5,3,4,3,4,1,3,2
3,62,1,2,1,4,1,5,1,5,1,5,2,5,3
3,22,1,2,1,3,3,2,3,4,2,4,3,3,3
3,18,1,2,1,4,4,4,2,4,2,4,3,3,4
11,19,2,1,1,4,5,3,3,3,4,2,4,4,4
3,21,1,2,1,4,2,5,3,5,2,4,3,4,3
6,18,1,2,1,3,2,3,4,3,3,3,5,2,5
13,19,2,2,1,3,2,3,3,3,1,3,2,3,4
3,21,1,1,1,3,3,3,3,2,2,4,3,2,4
1,20,1,2,2,4,3,3,2,3,2,1,3,5,5
3,17,1,2,1,2,5,2,4,2,3,2,2,3,5
13,17,1,1,1,1,5,2,5,1,4,1,5,2,4
13,21,2,1,1,4,1,3,3,5,2,3,3,3,4
3,21,1,2,1,3,3,4,3,4,3,4,3,3,4
3,35,2,1,1,2,4,3,4,1,4,1,5,1,5
3,21,1,2,1,4,3,4,3,3,2,4,3,2,3
3,20,1,1,3,1,5,2,4,2,5,1,5,1,4
1,20,1,2,1,4,1,5,1,5,1,5,2,5,1
11,24,2,1,1,3,3,4,4,5,2,4,3,4,2
3,48,1,1,2,2,5,1,5,2,5,1,5,1,5
9,26,1,1,1,3,3,3,2,4,2,2,3,3,4
13,26,2,2,1,1,4,4,3,4,3,3,2,4,4
1,21,2,2,1,3,5,2,4,1,4,2,3,4,4
3,15,1,2,1,3,1,5,1,3,1,4,2,5,5
3,20,1,1,1,4,2,4,3,4,2,3,3,4,3
1,52,1,1,1,3,2,4,2,5,2,5,3,3,3
5,15,1,2,1,2,2,3,4,4,5,4,5,3,5
3,18,1,1,1,2,3,3,5,2,2,2,4,4,5
0,18,1,2,1,2,2,4,3,4,3,2,3,3,3
13,16,1,2,1,2,4,4,2,4,3,2,3,4,2
3,31,1,2,1,4,1,4,2,4,1,4,2,5,4
3,23,2,1,1,4,2,5,2,5,2,5,2,5,2
3,16,1,1,1,2,3,4,2,4,1,2,4,2,2
3,34,1,2,1,4,3,3,3,1,3,1,3,4,4
3,32,0,1,1,3,1,3,2,3,3,3,1,5,3
3,34,1,2,1,2,1,4,3,5,1,5,3,3,1
0,25,1,1,1,2,2,5,3,4,2,3,3,3,2
3,16,1,2,2,1,2,4,5,1,4,1,5,2,5
4,22,2,1,1,1,3,1,5,3,3,1,2,5,5
3,16,2,2,1,2,4,2,4,2,4,2,4,2,4
3,19,1,1,1,2,4,3,3,4,2,3,2,4,4
1,25,2,1,1,3,3,3,2,3,2,4,3,4,2
3,24,2,2,1,4,2,4,1,4,1,2,1,5,1
3,37,1,1,2,2,1,5,1,5,1,5,3,3,2
3,50,1,2,1,4,2,5,1,4,2,5,2,5,2
5,23,1,2,1,5,2,4,3,5,2,4,3,3,3
13,21,2,2,2,2,1,4,2,5,1,4,1,1,3
3,22,2,2,1,2,3,3,3,3,2,3,3,2,3
3,33,1,1,2,2,3,5,3,3,4,2,5,3,4
1,33,1,2,1,3,3,5,4,3,2,1,1,2,5
3,23,2,2,1,1,2,1,5,1,4,3,5,1,5
3,19,1,1,1,4,3,1,3,1,5,2,5,5,5
3,18,1,2,1,4,3,4,3,4,2,3,3,4,3
3,33,1,2,1,4,2,4,2,5,2,5,2,4,5
3,16,2,1,1,1,5,3,4,1,5,1,4,2,5
3,34,2,2,1,4,4,4,3,4,1,2,4,3,2
3,26,1,1,1,1,5,5,5,1,3,1,5,3,5
3,18,1,2,1,1,3,1,4,2,2,2,2,3,4
5,17,1,2,1,4,2,4,4,4,2,5,2,4,2
13,20,2,2,1,3,2,4,3,3,5,1,1,5,2
3,21,1,1,1,3,4,2,5,2,2,1,3,4,4
3,44,1,1,1,3,4,3,2,4,3,2,3,5,3
3,17,1,2,1,1,5,4,5,2,4,1,5,1,4
1,16,1,1,1,3,3,3,2,5,4,1,4,1,5
3,18,1,2,1,2,3,5,3,5,1,4,4,1,4
3,19,1,2,2,3,2,3,3,3,2,3,3,3,3
3,52,1,2,1,3,2,2,3,3,3,2,4,2,4
13,18,1,1,1,2,1,4,2,5,1,2,3,4,1
3,17,1,1,1,1,5,2,5,2,2,1,4,4,5
3,60,1,2,1,1,5,2,3,2,1,1,5,1,4
1,17,1,1,1,1,4,4,3,3,3,2,3,4,5
13,18,1,2,1,4,2,4,3,4,2,3,4,3,2
13,18,2,2,1,2,2,3,3,3,2,4,3,3,4
11,23,2,2,2,4,3,5,2,5,1,5,3,4,3
11,21,1,2,1,3,3,3,3,4,2,3,4,5,4
0,18,1,2,1,2,5,3,4,3,3,1,5,2,5
3,23,1,2,1,3,2,3,3,3,2,2,5,3,5
3,19,1,1,1,2,3,4,3,2,2,2,4,3,4
13,23,1,2,1,1,3,3,3,3,3,3,3,2,5
3,26,2,2,1,1,5,1,5,3,3,1,5,1,1
3,19,2,2,3,4,2,4,2,4,2,4,3,4,2
3,19,1,1,1,1,2,3,2,5,2,1,4,2,4
3,25,1,1,1,4,1,5,3,5,2,4,2,5,3
3,27,2,2,1,2,2,4,3,4,2,3,3,3,4
11,19,2,2,1,2,2,3,1,2,2,2,2,4,5
3,77,1,1,1,1,4,3,4,2,4,1,2,5,3
3,18,1,2,1,1,5,2,5,2,4,1,4,3,5
3,23,1,1,1,3,2,2,3,3,3,3,5,1,3
3,28,1,2,1,4,3,4,3,4,2,5,3,3,3
3,19,1,2,2,2,3,3,3,2,1,3,1,5,5
3,60,1,1,1,2,3,4,3,4,2,3,4,4,3
3,18,1,2,1,4,1,5,1,5,1,5,2,3,2
8,25,1,1,1,2,3,3,3,4,2,4,3,4,4
3,18,1,2,1,2,4,2,4,2,3,2,4,1,5
3,19,1,2,1,2,1,4,2,5,1,3,3,5,2
11,16,1,2,1,1,2,2,4,1,4,1,5,1,5
11,19,1,1,1,4,3,4,3,4,1,3,2,4,3
3,20,1,2,1,2,3,3,3,3,3,3,3,3,3
13,16,1,2,0,1,4,3,5,3,3,1,3,5,2
1,33,1,1,1,4,3,3,2,3,2,3,3,3,3
6,19,1,1,2,4,2,2,5,2,3,4,5,2,5
3,25,1,2,2,2,4,4,4,4,3,4,3,2,4
11,25,2,1,1,5,1,5,1,5,1,5,1,5,2
11,21,2,2,1,3,2,3,3,4,2,3,3,2,4
13,18,2,2,1,3,4,5,3,4,2,4,4,1,4
3,16,1,2,1,2,4,5,2,3,4,2,4,2,4
3,38,1,2,1,2,3,4,4,3,2,2,5,2,4
13,45,2,1,1,5,1,5,1,5,1,4,1,5,5
3,19,1,2,1,4,2,5,3,5,2,4,5,4,5
3,67,1,2,1,2,1,5,2,5,2,3,4,3,3
3,22,1,1,1,4,5,2,5,1,5,1,4,3,5
5,14,1,2,1,3,2,4,4,4,2,4,2,2,5
3,16,1,1,1,1,5,1,4,1,5,1,4,3,5
6,32,1,2,1,3,3,4,5,5,2,4,5,1,3
1,16,1,2,2,4,2,4,2,4,2,3,2,5,4
3,18,1,1,1,4,2,5,2,4,2,5,3,4,2
11,27,2,2,1,4,1,4,4,4,2,4,2,4,2
3,23,1,2,1,3,2,4,2,5,2,3,2,4,2
1,63,1,2,2,2,1,4,4,4,2,3,5,1,4
3,15,1,2,1,3,1,2,3,4,2,3,2,5,4
13,18,1,2,1,1,3,4,5,3,5,1,5,1,5
13,17,2,2,1,3,1,4,2,5,1,3,5,3,5
13,15,2,2,1,3,4,4,3,2,4,2,3,2,4
13,16,1,2,1,3,2,4,4,5,1,1,5,1,3
12,19,1,2,1,4,2,5,4,4,2,2,4,2,4
3,22,1,1,1,5,1,5,1,5,1,5,1,5,1
3,32,1,2,1,2,2,3,4,3,2,2,5,1,5
5,17,1,2,1,3,3,4,4,3,2,1,4,1,5
3,18,1,2,1,3,2,4,3,5,2,4,4,2,2
11,21,2,2,2,4,2,3,4,3,3,3,4,4,5
3,20,1,2,2,1,4,2,4,5,3,5,4,2,2
3,19,1,2,1,1,5,3,5,1,5,1,5,1,5
1,13,1,2,2,1,5,3,5,2,2,2,5,2,5
3,18,1,2,1,2,5,2,5,2,2,2,4,3,4
13,19,2,2,1,2,3,2,3,1,3,3,4,1,5
4,40,2,1,1,4,3,4,3,3,1,2,3,4,5
3,24,1,2,1,3,3,4,3,3,1,3,2,3,4
3,31,1,2,1,1,3,4,4,4,2,4,4,2,5
3,19,1,1,1,2,3,2,5,3,2,2,4,2,5
13,21,1,2,1,3,4,1,3,1,5,1,4,1,5
3,37,1,2,2,3,3,3,3,2,3,2,4,2,4
13,17,1,2,1,3,1,5,2,5,1,5,2,5,2
3,51,1,1,1,4,2,4,2,4,2,3,2,4,3
4,40,2,1,1,2,2,3,5,4,2,1,3,4,4
13,37,2,2,1,3,1,5,1,5,1,5,1,4,1
4,40,2,1,1,3,4,5,5,2,1,2,3,4,5
3,21,1,1,1,3,4,3,3,1,2,1,2,3,5
3,38,1,1,1,2,3,3,4,2,2,1,3,2,3
3,20,1,2,1,3,2,5,2,5,1,3,2,5,3
1,52,1,2,1,1,5,4,5,2,5,1,5,1,5
11,18,1,2,1,4,1,5,2,4,2,2,2,4,3
3,22,1,2,1,4,4,4,4,3,4,2,4,3,5
1,24,2,2,1,1,1,5,3,5,1,5,2,5,4
3,23,1,1,2,3,3,3,2,4,2,3,2,4,4
3,18,1,2,1,2,2,4,3,3,2,1,3,4,4
3,25,1,2,1,4,4,2,3,3,2,2,4,3,5
0,60,1,2,2,3,3,3,4,3,3,3,4,2,3
13,32,1,1,1,5,1,4,2,5,1,5,3,5,2
3,18,1,2,1,1,5,2,5,2,5,1,4,1,5
3,21,2,1,1,2,5,2,5,2,2,1,1,5,5
13,42,2,2,1,2,2,4,3,4,1,3,4,4,2
1,25,2,1,1,2,4,3,3,4,1,2,3,3,2
13,20,1,2,1,3,2,5,3,4,2,1,4,1,5
13,48,1,2,1,3,2,3,2,5,1,5,5,4,3
1,47,2,2,1,3,1,5,4,5,1,5,5,3,2
3,18,1,1,1,2,4,3,5,1,4,2,4,2,5
11,15,2,2,1,4,3,3,3,4,3,4,2,4,4
10,29,2,2,1,3,2,4,3,4,1,3,3,2,3
12,27,1,1,1,3,3,4,3,4,1,3,3,3,2
13,38,2,2,1,1,2,3,3,4,3,2,4,5,4
13,14,2,2,1,3,1,4,2,5,2,3,3,4,1
11,18,2,2,2,1,3,5,5,2,3,3,5,1,5
3,20,1,1,2,5,1,4,2,5,2,4,2,4,2
13,16,1,2,2,3,3,4,3,3,1,2,3,4,4
13,18,1,1,1,2,3,4,4,4,2,3,4,3,4
13,23,2,2,1,3,2,4,4,5,2,4,5,2,3
11,20,2,1,1,5,1,5,2,4,1,5,1,5,2
3,20,2,2,1,4,2,4,3,4,2,4,2,2,5
13,26,2,1,1,3,5,4,5,2,1,2,5,5,5
3,40,1,2,1,2,1,4,2,5,1,4,2,4,2
3,17,1,2,1,1,5,2,5,2,5,1,1,2,5
13,17,1,2,1,1,5,1,5,1,3,1,5,1,5
10,21,1,2,3,4,3,4,3,4,2,3,5,4,3
3,31,1,1,1,3,4,2,2,1,4,1,5,1,4
4,26,2,2,1,2,5,3,5,2,5,1,5,1,5
11,29,2,2,1,4,1,5,4,4,2,3,2,3,5
3,14,1,2,1,5,1,4,2,5,1,5,2,5,2
3,25,2,2,1,2,3,5,3,4,2,5,4,4,2
11,20,2,1,1,3,1,5,3,3,2,3,3,3,5
11,15,1,2,1,4,2,2,4,4,3,2,4,2,4
13,19,2,1,1,4,3,4,1,4,2,2,2,5,1
13,26,2,2,1,2,1,5,1,5,4,3,5,5,2
3,22,2,2,1,3,3,3,3,3,3,3,3,3,2
3,19,2,1,1,3,5,2,4,1,2,3,5,4,5
3,27,2,2,1,2,3,4,3,4,4,3,4,3,3
12,27,1,1,1,3,2,5,4,4,2,3,4,3,2
3,47,1,1,2,4,4,5,4,5,2,5,5,4,3
4,27,1,1,1,4,2,5,3,3,2,4,3,4,3
11,29,2,1,2,4,2,4,3,3,2,3,2,2,3
3,33,2,1,1,4,1,4,1,5,1,5,4,4,3
3,20,2,2,1,3,3,4,2,3,1,2,3,4,4
1,19,2,2,1,2,3,3,3,2,2,3,3,3,3
3,40,1,2,1,2,3,3,4,2,2,3,4,2,3
11,14,2,2,1,4,3,3,3,2,3,2,3,4,5
4,24,2,1,1,1,2,3,4,3,3,4,3,4,4
6,16,1,2,1,1,3,3,4,5,3,2,2,5,5
3,56,1,1,2,2,3,3,3,3,3,2,3,2,4
12,15,1,1,2,3,2,4,2,4,2,4,3,4,3
3,36,2,2,1,4,1,4,2,5,1,4,2,4,2
13,18,2,1,3,5,1,5,1,5,4,4,2,5,4
13,20,2,2,1,3,2,3,3,3,4,2,4,2,3
12,21,2,2,1,3,5,4,4,4,3,2,1,2,5
13,22,2,2,1,5,5,1,1,1,1,1,1,1,5
3,46,2,1,1,1,5,3,4,4,4,1,1,3,5
13,45,1,2,1,4,1,4,2,5,1,4,3,4,2
3,24,1,2,1,2,2,5,2,5,2,5,2,4,3
3,16,1,2,1,3,4,4,2,5,3,2,4,2,5
12,19,2,2,1,5,1,5,5,5,5,5,1,5,5
3,42,1,2,1,1,5,1,5,2,4,1,5,1,5
3,16,1,1,1,2,4,3,4,3,3,3,3,3,3
3,24,2,2,1,3,3,3,3,4,2,3,3,3,3
3,22,1,1,2,5,1,4,1,5,1,5,4,5,1
3,17,1,1,1,1,3,2,3,2,2,1,3,2,3
13,18,1,1,1,3,3,5,3,4,3,2,4,4,5
3,17,1,2,2,3,3,2,5,1,2,1,5,1,5
13,17,1,2,1,1,3,4,4,4,2,2,5,2,5
13,16,1,1,1,4,3,5,1,5,1,5,1,5,5
3,17,1,1,1,4,1,5,2,5,1,5,2,5,1
1,17,1,1,1,1,3,3,4,2,3,1,5,2,5
4,25,2,1,1,2,1,2,3,5,1,2,4,5,4
3,17,1,2,1,1,1,5,2,5,1,5,5,1,1
6,16,1,1,1,4,1,3,2,4,1,4,2,4,2
4,21,2,2,1,1,5,2,3,5,1,4,5,5,4
4,25,2,2,1,5,3,1,3,1,5,1,3,3,5
3,23,2,1,1,4,1,5,4,5,1,5,1,5,3
11,16,2,2,1,1,5,2,3,5,5,1,3,1,5
11,13,2,1,2,1,3,1,5,3,4,1,4,2,5
3,49,1,2,2,5,1,5,1,5,1,4,1,5,2
3,17,1,2,1,4,5,5,2,3,4,5,5,2,4
13,18,2,1,3,3,3,3,5,3,3,3,5,2,1
3,17,1,2,1,3,4,2,4,4,2,3,2,3,4
13,17,1,2,1,4,2,4,2,4,2,2,4,2,4
